"","property_no","property_address","total rates","lv","cv","rate_yr","assessment_number","rate area (ha)","qv category","suburb"
"102703",9181,"78 Mosston Rd~WHANGANUI",1020.61,13000,18000,"22_23","1319050800",0.0217,"Utility asset","Castlecliff"
"102704",9183,"80 Mosston Rd~WHANGANUI",2620.57,142000,315000,"22_23","1319050900",0.2448,"Residential","Castlecliff"
"102705",9197,"130 Mosston Rd~WHANGANUI",3360.44,230000,520000,"22_23","1314085300",0.8094,"Residential","Springvale"
"102706",9199,"116 Fitzherbert Ave~WHANGANUI",3700.19,160000,425000,"22_23","1314083300",0.064,"Residential","Springvale"
"102707",9200,"2 Lowther St~WHANGANUI",2406.68,68000,205000,"22_23","1320000100",0.0336,"Residential","Aramoho"
"102708",9213,"7 Barrack St~WHANGANUI",2308.72,55000,225000,"22_23","1320001600",0.0336,"Residential","Aramoho"
"102709",9216,"15 Barrack St~WHANGANUI",2741.02,96000,250000,"22_23","1320001900",0.0708,"Residential","Aramoho"
"102710",9230,"26 Barrack St~WHANGANUI",3611.56,86000,295000,"22_23","1320003201",0.043,"Industrial","Aramoho"
"102711",9231,"1 Russell St~WHANGANUI",2217.84,43000,210000,"22_23","1320003400A",0,"Residential","Aramoho"
"102712",9232,"1A Russell St~WHANGANUI",2217.84,43000,210000,"22_23","1320003400B",0,"Residential","Aramoho"
"102713",9233,"3 Russell St~WHANGANUI",2185.4,43000,190000,"22_23","1320003500A",0,"Residential","Aramoho"
"102714",9247,"3 Terrace St~WHANGANUI",2812.48,96000,260000,"22_23","1320004100",0.0911,"Residential","Aramoho"
"102715",9248,"5 Terrace St~WHANGANUI",2869.23,96000,295000,"22_23","1320004200",0.0911,"Residential","Aramoho"
"102716",9249,"7 Terrace St~WHANGANUI",2771.95,96000,235000,"22_23","1320004300",0.086,"Residential","Aramoho"
"102717",9250,"9 Terrace St~WHANGANUI",2076.97,96000,96000,"22_23","1320004400",0.086,"Residential","Aramoho"
"102718",9263,"1 Wanaka St~WHANGANUI",2906.41,99000,3e+05,"22_23","1320004804",0.0697,"Residential","Aramoho"
"102719",9264,"3 Wanaka St~WHANGANUI",3035.94,104000,350000,"22_23","1320004805",0.115,"Residential","Aramoho"
"102720",9265,"5A Wanaka St~WHANGANUI",2447.23,65000,220000,"22_23","1320004806A",0,"Residential","Aramoho"
"102721",9266,"5B Wanaka St~WHANGANUI",2455.34,65000,225000,"22_23","1320004806B",0,"Residential","Aramoho"
"102722",9267,"4 Terrace St~WHANGANUI",2590.8,84000,195000,"22_23","1320004900",0.05,"Residential","Aramoho"
"102723",9280,"25 Spier St~WHANGANUI",2668.87,90000,240000,"22_23","1320005901",0.0656,"Residential","Aramoho"
"102724",9281,"4 Spier St~WHANGANUI",2626.86,90000,210000,"22_23","1320006000",0.0528,"Residential","Aramoho"
"102725",9282,"6 Spier St~WHANGANUI",2835.23,105000,255000,"22_23","1320006100",0.0764,"Residential","Aramoho"
"102726",9283,"8 Spier St~WHANGANUI",2581.66,81000,240000,"22_23","1320006200",0.0586,"Residential","Aramoho"
"102727",9297,"13 Kaikokopu Rd~WHANGANUI",2605.63,78000,240000,"22_23","1320007300",0.0519,"Residential","Aramoho"
"102728",9298,"15 Kaikokopu Rd~WHANGANUI",2569.57,87000,510000,"22_23","1320007400",0.0653,"Residential","Aramoho"
"102729",9299,"19 Kaikokopu Rd~WHANGANUI",2734.02,96000,245000,"22_23","1320007500",0.0835,"Residential","Aramoho"
"102730",9314,"8 Parkdale Dr~WHANGANUI",2998.56,106000,315000,"22_23","1320008205",0.0954,"Residential","Aramoho"
"102731",9316,"12 Parkdale Dr~WHANGANUI",2917.88,96000,325000,"22_23","1320008207",0.0684,"Residential","Aramoho"
"102732",9317,"16 Parkdale Dr~WHANGANUI",5254.98,165000,570000,"22_23","1320008208",0.6863,"Residential","Aramoho"
"102733",9330,"3 Monowai Pl~WHANGANUI",3093.88,115000,320000,"22_23","1320008221",0.0641,"Residential","Aramoho"
"102734",9331,"5 Monowai Pl~WHANGANUI",3126.31,115000,340000,"22_23","1320008222",0.0651,"Residential","Aramoho"
"102735",9332,"7 Monowai Pl~WHANGANUI",3085.77,115000,315000,"22_23","1320008223",0.0647,"Residential","Aramoho"
"102736",9333,"9 Monowai Pl~WHANGANUI",3217.07,116000,390000,"22_23","1320008224",0.0744,"Residential","Aramoho"
"102737",9347,"22 Parkdale Dr~WHANGANUI",3183.06,115000,375000,"22_23","1320008239",0.0706,"Residential","Aramoho"
"102738",9348,"24 Parkdale Dr~WHANGANUI",3191.17,115000,380000,"22_23","1320008240",0.067,"Residential","Aramoho"
"102739",9349,"36 Parkdale Dr~WHANGANUI",3361.43,115000,485000,"22_23","1320008241",0.0683,"Residential","Aramoho"
"102740",9350,"38 Parkdale Dr~WHANGANUI",3118.21,115000,335000,"22_23","1320008242",0.0682,"Residential","Aramoho"
"102741",9364,"4 Glasgow St~WHANGANUI",2946.95,99000,325000,"22_23","1320008700",0.0647,"Residential","Aramoho"
"102742",9365,"2 Glasgow St~WHANGANUI",3134.61,110000,375000,"22_23","1320008800",0.0849,"Residential","Aramoho"
"102743",9366,"92 Somme Pde~WHANGANUI",2935.95,106000,320000,"22_23","1320008900",0.052,"Residential","Aramoho"
"102744",9380,"107 Somme Pde~WHANGANUI",2905.26,105000,305000,"22_23","1320010300",0.1078,"Residential","Aramoho"
"102745",9383,"111A Somme Pde~WHANGANUI",2358.44,55000,225000,"22_23","1320010600A",0,"Residential","Aramoho"
"102746",9384,"111C Somme Pde~WHANGANUI",2201.23,53000,140000,"22_23","1320010600B",0,"Residential","Aramoho"
"102747",9397,"142 Somme Pde~WHANGANUI",4658.18,150000,335000,"22_23","1320011800E",0,"Commercial","Aramoho"
"102748",9398,"143 Somme Pde~WHANGANUI",3566.99,1e+05,215000,"22_23","1320011800F",0,"Commercial","Aramoho"
"102749",9399,"149 Somme Pde~WHANGANUI",4980.93,1e+05,345000,"22_23","1320011900",0.0599,"Commercial","Aramoho"
"102750",9414,"30 Tay St~WHANGANUI",2466.44,72000,220000,"22_23","1320014100",0.0372,"Residential","Aramoho"
"102751",9415,"32 Tay St~WHANGANUI",2523.17,72000,225000,"22_23","1320014200",0.0412,"Residential","Aramoho"
"102752",9416,"1 London St~WHANGANUI",798.52,72000,72000,"22_23","1320014300",0.044,"Residential","Aramoho"
"102753",9417,"2 London St~WHANGANUI",2392.67,68000,195000,"22_23","1320014400",0.044,"Residential","Aramoho"
"102754",9431,"18 London St~WHANGANUI",3037.17,115000,330000,"22_23","1320015600",0.0688,"Residential","Aramoho"
"102755",9432,"20 London St~WHANGANUI",3751.9,1e+05,275000,"22_23","1320015700",0.0688,"Industrial","Aramoho"
"102756",9433,"23 London St~WHANGANUI",3485.53,175000,235000,"22_23","1320015800",0.1581,"Residential","Aramoho"
"102757",9434,"26 London St~WHANGANUI",15963.78,650000,1590000,"22_23","1320015900",0.8001,"Industrial","Aramoho"
"102758",9447,"10 Seddon St~WHANGANUI",2687.76,84000,295000,"22_23","1320017000",0.0708,"Residential","Aramoho"
"102759",9448,"12 Seddon St~WHANGANUI",2704.3,84000,265000,"22_23","1320017100",0.0708,"Residential","Aramoho"
"102760",9449,"14 Seddon St~WHANGANUI",2610.73,84000,240000,"22_23","1320017200",0.0708,"Residential","Aramoho"
"102761",9450,"16 Seddon St~WHANGANUI",2634.7,81000,240000,"22_23","1320017300",0.0683,"Residential","Aramoho"
"102762",9464,"44 Seddon St~WHANGANUI",2575.72,84000,215000,"22_23","1320018700",0.0733,"Residential","Aramoho"
"102763",9465,"46 Seddon St~WHANGANUI",2713.01,96000,230000,"22_23","1320018800",0.0885,"Residential","Aramoho"
"102764",9466,"48 Seddon St~WHANGANUI",782.16,68000,88000,"22_23","1320018900",0.0449,"Residential","Aramoho"
"102765",9467,"50 Seddon St~WHANGANUI",2508.73,68000,240000,"22_23","1320019000",0.046,"Residential","Aramoho"
"102766",9481,"11 Ballance St~WHANGANUI",2675.88,90000,245000,"22_23","1320020000",0.0708,"Residential","Aramoho"
"102767",9482,"17 Ballance St~WHANGANUI",2682.88,90000,250000,"22_23","1320020100",0.0683,"Residential","Aramoho"
"102768",9483,"19 Ballance St~WHANGANUI",2721.91,90000,240000,"22_23","1320020200",0.0683,"Residential","Aramoho"
"102769",9484,"21 Ballance St~WHANGANUI",2731.9,90000,285000,"22_23","1320020300",0.0683,"Residential","Aramoho"
"102770",9497,"51 Ballance St~WHANGANUI",2828.69,96000,270000,"22_23","1320021400",0.0885,"Residential","Aramoho"
"102771",9498,"53 Ballance St~WHANGANUI",2713.01,96000,230000,"22_23","1320021500",0.0683,"Residential","Aramoho"
"102772",9499,"55 Ballance St~WHANGANUI",2804.37,96000,255000,"22_23","1320021600",0.0606,"Residential","Aramoho"
"102773",9500,"Heathdene Court~33 Kaikokopu Rd~WHANGANUI",40854.27,195000,1510000,"22_23","1320021601",0.4905,"Residential","Aramoho"
"102774",9501,"10 Ballance St~WHANGANUI",2794.92,90000,330000,"22_23","1320021700",0.0599,"Residential","Aramoho"
"102775",9514,"30 Ballance St~WHANGANUI",2979.38,99000,345000,"22_23","1320022700",0.1012,"Residential","Aramoho"
"102776",9515,"32 Ballance St~WHANGANUI",2979.38,99000,345000,"22_23","1320022800",0.1012,"Residential","Aramoho"
"102777",9517,"36 Ballance St~WHANGANUI",2777.09,99000,255000,"22_23","1320023000",0.1012,"Residential","Aramoho"
"102778",9531,"22 Ward St~WHANGANUI",3130.86,123000,295000,"22_23","1320023500",0.1685,"Residential","Aramoho"
"102779",9532,"20 Ward St~WHANGANUI",2938.84,99000,320000,"22_23","1320023600",0.1011,"Residential","Aramoho"
"102780",9533,"18 Ward St~WHANGANUI",2963.17,99000,335000,"22_23","1320023601",0.1012,"Residential","Aramoho"
"102781",9534,"16 Ward St~WHANGANUI",2963.17,99000,335000,"22_23","1320023602",0.1012,"Residential","Aramoho"
"102782",9547,"11 Ward St~WHANGANUI",2786.77,90000,280000,"22_23","1320023906",0.0559,"Residential","Aramoho"
"102783",9548,"13 Ward St~WHANGANUI",2721.91,90000,240000,"22_23","1320023907",0.0602,"Residential","Aramoho"
"102784",9549,"15 Ward St~WHANGANUI",2828.69,96000,270000,"22_23","1320023908",0.0652,"Residential","Aramoho"
"102785",9550,"17 Ward St~WHANGANUI",2836.8,96000,275000,"22_23","1320023909",0.067,"Residential","Aramoho"
"102786",9551,"19 Ward St~WHANGANUI",2853.02,96000,285000,"22_23","1320023910",0.067,"Residential","Aramoho"
"102787",9564,"43 Kaikokopu Rd~WHANGANUI",2763.84,96000,230000,"22_23","1320023922",0.0689,"Residential","Aramoho"
"102788",9565,"45 Kaikokopu Rd~WHANGANUI",2763.84,96000,230000,"22_23","1320023923",0.0672,"Residential","Aramoho"
"102789",9566,"47 Kaikokopu Rd~WHANGANUI",2861.12,96000,290000,"22_23","1320023924",0.0683,"Residential","Aramoho"
"102790",9567,"49 Kaikokopu Rd~WHANGANUI",2763.84,96000,230000,"22_23","1320023925",0.0683,"Residential","Aramoho"
"102791",9581,"11 Massey St~WHANGANUI",2853.02,96000,285000,"22_23","1320023939",0.0611,"Residential","Aramoho"
"102792",9582,"13 Massey St~WHANGANUI",2844.91,96000,280000,"22_23","1320023940",0.0616,"Residential","Aramoho"
"102793",9583,"15 Massey St~WHANGANUI",2804.37,96000,255000,"22_23","1320023941",0.0607,"Residential","Aramoho"
"102794",9584,"30 Savage Cres~WHANGANUI",2755.73,96000,225000,"22_23","1320023942",0.0622,"Residential","Aramoho"
"102795",9598,"8 Fraser Pl~WHANGANUI",2893.56,96000,310000,"22_23","1320023954",0.0626,"Residential","Aramoho"
"102796",9599,"6 Fraser Pl~WHANGANUI",2844.91,96000,280000,"22_23","1320023955",0.0721,"Residential","Aramoho"
"102797",9600,"4 Fraser Pl~WHANGANUI",2804.37,96000,255000,"22_23","1320023956",0.061,"Residential","Aramoho"
"102798",9614,"21 Savage Cres~WHANGANUI",2804.37,96000,255000,"22_23","1320023972",0.0592,"Residential","Aramoho"
"102799",9615,"23 Savage Cres~WHANGANUI",2836.8,96000,275000,"22_23","1320023973",0.0656,"Residential","Aramoho"
"102800",9616,"25 Savage Cres~WHANGANUI",2804.37,96000,255000,"22_23","1320023974",0.0592,"Residential","Aramoho"
"102801",9617,"27 Savage Cres~WHANGANUI",2804.37,96000,255000,"22_23","1320023975",0.0663,"Residential","Aramoho"
"102802",9618,"29 Savage Cres~WHANGANUI",2508.34,78000,180000,"22_23","1320023976",0.0375,"Residential","Aramoho"
"102803",9631,"8 Kaikokopu Rd~WHANGANUI",2948.14,110000,260000,"22_23","1320024400",0.0929,"Residential","Aramoho"
"102804",9632,"1 Kelvin St~WHANGANUI",2797.03,96000,290000,"22_23","1320024500",0.0654,"Residential","Aramoho"
"102805",9633,"32 Kaikokopu Rd~WHANGANUI",2838.49,101000,285000,"22_23","1320024600",0.1045,"Residential","Aramoho"
"102806",9634,"34 Kaikokopu Rd~WHANGANUI",2763.84,96000,230000,"22_23","1320024700",0.0704,"Residential","Aramoho"
"102807",9648,"6 - 8 George St~WHANGANUI",4140.76,112000,345000,"22_23","1320025700",0.0953,"Industrial","Aramoho"
"102808",9649,"10 George St~WHANGANUI",2531.28,72000,230000,"22_23","1320025800",0.0509,"Residential","Aramoho"
"102809",9650,"12 George St~WHANGANUI",2571.81,72000,255000,"22_23","1320025900",0.0508,"Residential","Aramoho"
"102810",9651,"14 George St~WHANGANUI",2550.47,72000,280000,"22_23","1320026000",0.051,"Residential","Aramoho"
"102811",9664,"25 Gibson St~WHANGANUI",2698.97,96000,190000,"22_23","1320027000",0.0835,"Residential","Aramoho"
"102812",9665,"29 Gibson St~WHANGANUI",2685,96000,210000,"22_23","1320027100",0.086,"Residential","Aramoho"
"102813",9666,"33 Gibson St~WHANGANUI",2531.28,72000,230000,"22_23","1320027200",0.0561,"Residential","Aramoho"
"102814",9667,"35 Gibson St~WHANGANUI",2508.46,72000,250000,"22_23","1320027300",0.0567,"Residential","Aramoho"
"102815",9668,"37 Gibson St~WHANGANUI",2716.18,105000,170000,"22_23","1320027400",0.1077,"Residential","Aramoho"
"102816",9681,"1 Boyd Ave~WHANGANUI",2607.55,75000,3e+05,"22_23","1320028300",0.0593,"Residential","Aramoho"
"102817",9682,"3 Boyd Ave~WHANGANUI",2625.2,75000,270000,"22_23","1320028301",0.0594,"Residential","Aramoho"
"102818",9683,"5 Boyd Ave~WHANGANUI",2516.53,75000,235000,"22_23","1320028400",0.0595,"Residential","Aramoho"
"102819",9684,"7 Boyd Ave~WHANGANUI",2537.53,75000,250000,"22_23","1320028401",0.0597,"Residential","Aramoho"
"102820",9698,"18 Boyd Ave~WHANGANUI",2482.63,72000,2e+05,"22_23","1320029500",0.0506,"Residential","Aramoho"
"102821",9699,"20 Boyd Ave~WHANGANUI",2466.41,72000,190000,"22_23","1320029600",0.0483,"Residential","Aramoho"
"102822",9700,"22 Boyd Ave~WHANGANUI",2515.06,72000,220000,"22_23","1320029700",0.0505,"Residential","Aramoho"
"102823",9701,"1 Brunswick Rd~WHANGANUI",2446.5,75000,185000,"22_23","1320029800",0.0547,"Residential","Aramoho"
"102824",9715,"27 Brunswick Rd~WHANGANUI",2746.23,90000,255000,"22_23","1320031100",0.0673,"Residential","Aramoho"
"102825",9716,"29 Brunswick Rd~WHANGANUI",2705.7,90000,230000,"22_23","1320031200",0.0678,"Residential","Aramoho"
"102826",9731,"165 Somme Pde~WHANGANUI",3184.35,66000,250000,"22_23","1320033000",0.0365,"Other","Aramoho"
"102827",9732,"168 Somme Pde~WHANGANUI",4560.15,140000,350000,"22_23","1320033001",0.1487,"Industrial","Aramoho"
"102828",9733,"171 Somme Pde~WHANGANUI",3226.63,70000,245000,"22_23","1320033100",0.0426,"Industrial","Aramoho"
"102829",9734,"175 - 179 Somme Pde~WHANGANUI",4124.73,144000,190000,"22_23","1320033200",0.1106,"Industrial","Aramoho"
"102830",9748,"216 Somme Pde~WHANGANUI",2557.97,80000,230000,"22_23","1320034500A",0,"Residential","Aramoho"
"102831",9749,"216A Somme Pde~WHANGANUI",2594.6,78000,270000,"22_23","1320034500B",0,"Residential","Aramoho"
"102832",9751,"218 Somme Pde~WHANGANUI",3077.06,109000,4e+05,"22_23","1320034700",0.1137,"Residential","Aramoho"
"102833",9765,"23 Kelvin St~WHANGANUI",2663.99,96000,195000,"22_23",NA,NA,NA,NA
"102834",9781,"3 Queen St~WHANGANUI",2379.4,58000,220000,"22_23","1320037900A",0,"Residential","Aramoho"
"102835",9782,"3A Queen St~WHANGANUI",2387.51,58000,225000,"22_23","1320037900B",0,"Residential","Aramoho"
"102836",9785,"4A Queen St~WHANGANUI",2314.54,58000,180000,"22_23","1320037902A",0,"Residential","Aramoho"
"102837",9799,"9 Rotherham St~WHANGANUI",2794.88,90000,285000,"22_23","1320038102",0.091,"Residential","Aramoho"
"102838",9801,"15 Rotherham St~WHANGANUI",2265.64,52000,215000,"22_23","1320038300",0.0363,"Residential","Aramoho"
"102839",9815,"9 Emerson St~WHANGANUI",2914.32,104000,275000,"22_23","1320039302",0.3652,"Residential","Aramoho"
"102840",9816,"1 Weka St~WHANGANUI",2541.16,68000,260000,"22_23","1320039400",0.0665,"Residential","Aramoho"
"102841",9817,"1A Weka St~WHANGANUI",2492.52,68000,230000,"22_23","1320039401",0.0665,"Residential","Aramoho"
"102842",9818,"3 Weka St~WHANGANUI",2460.09,68000,210000,"22_23","1320039500",0.0665,"Residential","Aramoho"
"102843",9867,"Kelvin St~WHANGANUI",3606.49,150000,150000,"22_23","1320044600",2.1101,"Industrial","Aramoho"
"102844",9868,"2 Brunswick Rd~WHANGANUI",2836.8,96000,275000,"22_23","1322000100",0.0829,"Residential","Aramoho"
"102845",9882,"32 Brunswick Rd~WHANGANUI",2909.57,101000,290000,"22_23","1322001400",0.0898,"Residential","Aramoho"
"102846",9885,"1 Victory Pl~WHANGANUI",2639.45,84000,225000,"22_23","1322001700",0.0593,"Residential","Aramoho"
"102847",9898,"6 Victory Pl~WHANGANUI",2582.72,84000,220000,"22_23","1322003100",0.0765,"Residential","Aramoho"
"102848",9899,"8 Victory Pl~WHANGANUI",2607.02,84000,205000,"22_23","1322003200",0.0744,"Residential","Aramoho"
"102849",9901,"14 Victory Pl~WHANGANUI",2598.91,84000,2e+05,"22_23","1322003400",0.0628,"Residential","Aramoho"
"102850",9902,"16 Victory Pl~WHANGANUI",2623.23,84000,215000,"22_23","1322003500",0.06,"Residential","Aramoho"
"102851",9915,"21 Field St~WHANGANUI",2747.62,96000,220000,"22_23","1322004800",0.0846,"Residential","Aramoho"
"102852",9917,"25 Field St~WHANGANUI",2748.02,96000,255000,"22_23","1322005000",0.0941,"Residential","Aramoho"
"102853",9918,"27 Field St~WHANGANUI",2804.37,96000,255000,"22_23","1322005100",0.0935,"Residential","Aramoho"
"102854",9932,"12 Field St~WHANGANUI",2820.58,96000,265000,"22_23","1322006400",0.1012,"Residential","Aramoho"
"102855",9933,"14 Field St~WHANGANUI",2811.04,96000,3e+05,"22_23","1322006500",0.1012,"Residential","Aramoho"
"102856",9934,"16 Field St~WHANGANUI",2950.31,96000,345000,"22_23","1322006600",0.1012,"Residential","Aramoho"
"102857",9935,"18 Field St~WHANGANUI",2818.05,96000,305000,"22_23","1322006700",0.1012,"Residential","Aramoho"
"102858",9949,"40 Field St~WHANGANUI",2893.56,96000,310000,"22_23","1322007700",0.063,"Residential","Aramoho"
"102859",9950,"42 Field St~WHANGANUI",2770.09,99000,250000,"22_23","1322007800",0.0951,"Residential","Aramoho"
"102860",9951,"44 Field St~WHANGANUI",2752.9,90000,3e+05,"22_23","1322007900",0.0999,"Residential","Aramoho"
"102861",9952,"46 Field St~WHANGANUI",2762.44,90000,265000,"22_23","1322008000",0.1024,"Residential","Aramoho"
"102862",9965,"13 Mitchell St~WHANGANUI",2869.23,96000,295000,"22_23","1322009100",0.0768,"Residential","Aramoho"
"102863",9966,"15 Mitchell St~WHANGANUI",3087.36,116000,310000,"22_23","1322009200",0.1382,"Residential","Aramoho"
"102864",9967,"19 Mitchell St~WHANGANUI",2885.45,96000,305000,"22_23","1322009300",0.0891,"Residential","Aramoho"
"102865",9968,"21 Mitchell St~WHANGANUI",2713.01,96000,230000,"22_23","1322009400",0.0738,"Residential","Aramoho"
"102866",9982,"18 Mitchell St~WHANGANUI",2818.54,104000,250000,"22_23","1322010300",0.1012,"Residential","Aramoho"
"102867",9983,"20 Mitchell St~WHANGANUI",2748.02,96000,255000,"22_23","1322010301",0.0733,"Residential","Aramoho"
"102868",9984,"22 Mitchell St~WHANGANUI",2804.37,96000,255000,"22_23","1322010302",0.0731,"Residential","Aramoho"
"102869",9985,"24 Mitchell St~WHANGANUI",2869.23,96000,295000,"22_23","1322010303",0.0731,"Residential","Aramoho"
"102870",9999,"54 Mitchell St~WHANGANUI",2558.53,75000,265000,"22_23","1322010607",0.138,"Residential","Aramoho"
"102871",10000,"56 Mitchell St~WHANGANUI",2283.89,54000,185000,"22_23","1322010608",0.0683,"Residential","Aramoho"
"102872",10001,"58 Mitchell St~WHANGANUI",2254.82,51000,185000,"22_23","1322010609",0.0632,"Residential","Aramoho"
"102873",10002,"60 Mitchell St~WHANGANUI",2254.82,51000,185000,"22_23","1322010610",0.066,"Residential","Aramoho"
"102874",10015,"21 Stewart St~WHANGANUI",3135.2,115000,4e+05,"22_23","1322011600",0.1419,"Residential","Aramoho"
"102875",10016,"23 Stewart St~WHANGANUI",2898.3,99000,295000,"22_23","1322011700",0.0692,"Residential","Aramoho"
"102876",10017,"2C Bute Pl~WHANGANUI",2877.34,96000,3e+05,"22_23","1322011702",0.055,"Residential","Aramoho"
"102877",10018,"25 Stewart St~WHANGANUI",2995.59,99000,355000,"22_23","1322011800",0.0688,"Residential","Aramoho"
"102878",10019,"27 Stewart St~WHANGANUI",2825.05,96000,310000,"22_23","1322011900",0.0746,"Residential","Aramoho"
"102879",10032,"8 Stewart St~WHANGANUI",3022.1,112000,340000,"22_23","1322012900",0.1214,"Residential","Aramoho"
"102880",10033,"10 Stewart St~WHANGANUI",2952.07,112000,290000,"22_23","1322013000",0.1214,"Residential","Aramoho"
"102881",10034,"12 Stewart St~WHANGANUI",2903.06,112000,255000,"22_23","1322013100",0.1214,"Residential","Aramoho"
"102882",10035,"14 Stewart St~WHANGANUI",2917.06,112000,265000,"22_23","1322013200",0.1214,"Residential","Aramoho"
"102883",10049,"40 Stewart St~WHANGANUI",2797.03,96000,290000,"22_23","1322014400",0.0647,"Residential","Aramoho"
"102884",10050,"1 Cumbrae Pl~WHANGANUI",2877.25,105000,285000,"22_23","1322014500",0.103,"Residential","Aramoho"
"102885",10051,"3 Cumbrae Pl~WHANGANUI",2746.23,90000,255000,"22_23","1322014501",0.0563,"Residential","Aramoho"
"102886",10052,"1B Cumbrae Pl~WHANGANUI",2371.18,60000,235000,"22_23","1322014502A",0,"Residential","Aramoho"
"102887",10066,"25 Cumbrae Pl~WHANGANUI",2693.06,99000,195000,"22_23","1322015400",0.0893,"Residential","Aramoho"
"102888",10067,"27 Cumbrae Pl~WHANGANUI",2770.55,90000,270000,"22_23","1322015500",0.0574,"Residential","Aramoho"
"102889",10068,"27A Cumbrae Pl~WHANGANUI",2884.24,105000,290000,"22_23","1322015501",0.128,"Residential","Aramoho"
"102890",10069,"29 Cumbrae Pl~WHANGANUI",2675.88,90000,245000,"22_23","1322015600",0.0496,"Residential","Aramoho"
"102891",10082,"18 Cumbrae Pl~WHANGANUI",2853.55,104000,275000,"22_23","1322016300",0.1012,"Residential","Aramoho"
"102892",10083,"20 Cumbrae Pl~WHANGANUI",2867.56,104000,285000,"22_23","1322016400",0.1012,"Residential","Aramoho"
"102893",10084,"22 Cumbrae Pl~WHANGANUI",2739.51,96000,215000,"22_23","1322016500",0.0561,"Residential","Aramoho"
"102894",10085,"24 Cumbrae Pl~WHANGANUI",2839.54,104000,265000,"22_23","1322016600",0.1012,"Residential","Aramoho"
"102895",10099,"5 Roberts Ave~WHANGANUI",2800.22,105000,230000,"22_23","1322017900",0.1007,"Residential","Aramoho"
"102896",10100,"7 Roberts Ave~WHANGANUI",2877.34,96000,3e+05,"22_23","1322018000",0.0611,"Residential","Aramoho"
"102897",10101,"9 Roberts Ave~WHANGANUI",2932.13,115000,255000,"22_23","1322018100",0.1319,"Residential","Aramoho"
"102898",10102,"11 Roberts Ave~WHANGANUI",2734.02,96000,245000,"22_23","1322018200",0.0728,"Residential","Aramoho"
"102899",10116,"43 Roberts Ave~WHANGANUI",2748.02,96000,255000,"22_23","1322019300",0.0651,"Residential","Aramoho"
"102900",10117,"43A Roberts Ave~WHANGANUI",2844.92,106000,255000,"22_23","1322019301",0.125,"Residential","Aramoho"
"102901",10119,"47 Roberts Ave~WHANGANUI",2974.15,115000,285000,"22_23","1322019500",0.1614,"Residential","Aramoho"
"102902",10132,"230 Somme Pde~WHANGANUI",2797.54,104000,235000,"22_23","1322020800",0.0572,"Residential","Aramoho"
"102903",10133,"231 Somme Pde~WHANGANUI",2831.48,101000,280000,"22_23","1322020900",0.0744,"Residential","Aramoho"
"102904",10134,"232 Somme Pde~WHANGANUI",2930.54,104000,285000,"22_23","1322021000",0.0721,"Residential","Aramoho"
"102905",10135,"233 Somme Pde~WHANGANUI",3276.81,126000,425000,"22_23","1322021100",0.1378,"Residential","Aramoho"
"102906",10136,"236 Somme Pde~WHANGANUI",3211.59,133000,330000,"22_23","1322021200",0.1518,"Residential","Aramoho"
"102907",10149,"252 Somme Pde~WHANGANUI",2794.92,90000,330000,"22_23","1322022300",0.069,"Residential","Aramoho"
"102908",10150,"253 Somme Pde~WHANGANUI",3136,116000,340000,"22_23","1322022400",0.1019,"Residential","Aramoho"
"102909",10152,"255 Somme Pde~WHANGANUI",2976.83,116000,280000,"22_23","1322022600",0.0991,"Residential","Aramoho"
"102910",10166,"21 Hylton St~WHANGANUI",2881.89,104000,255000,"22_23","1322023701",0.2077,"Residential","Aramoho"
"102911",10167,"9 Hylton St~WHANGANUI",2721.91,90000,240000,"22_23","1322023702",0.0717,"Residential","Aramoho"
"102912",10168,"11 Hylton St~WHANGANUI",2586.06,81000,210000,"22_23","1322023703",0.0653,"Residential","Aramoho"
"102913",10183,"10 Hylton St~WHANGANUI",2780.05,96000,240000,"22_23","1322024201",0.0889,"Residential","Aramoho"
"102914",10184,"10A Hylton St~WHANGANUI",2656.98,96000,190000,"22_23","1322024202",0.1085,"Residential","Aramoho"
"102915",10185,"12A Hylton St~WHANGANUI",2698.97,96000,190000,"22_23","1322024203",0.1146,"Residential","Aramoho"
"102916",10186,"12 Hylton St~WHANGANUI",2665.05,99000,175000,"22_23","1322024300",0.093,"Residential","Aramoho"
"102917",10200,"Kotare St~WHANGANUI",1633.35,56000,56000,"22_23","1322024608",0.1414,"Residential","Aramoho"
"102918",10202,"12A Kotare St~WHANGANUI",2278.94,56000,170000,"22_23","1322024610",0.0517,"Residential","Aramoho"
"102919",10216,"1 Bute Pl~WHANGANUI",2859.49,101000,3e+05,"22_23","1322025300",0.0809,"Residential","Aramoho"
"102920",10217,"3 Bute Pl~WHANGANUI",2849.47,104000,235000,"22_23","1322025400",0.1012,"Residential","Aramoho"
"102921",10218,"5 Bute Pl~WHANGANUI",2839.54,104000,265000,"22_23","1322025500",0.1012,"Residential","Aramoho"
"102922",10219,"7 Bute Pl~WHANGANUI",2874.55,104000,290000,"22_23","1322025600",0.1012,"Residential","Aramoho"
"102923",10233,"11 Perham Pl~WHANGANUI",2867.56,104000,285000,"22_23","1322026800",0.1012,"Residential","Aramoho"
"102924",10234,"27 Roberts Ave~WHANGANUI",2844.91,96000,280000,"22_23","1322026900",0.0502,"Residential","Aramoho"
